,transaction_id,transaction_name,transaction_amt,location,is_fraud
14121,txn_14122,Arya Bailur,1223,chm,0
14122,txn_14123,Aarya makhija,2263,chm,0
14123,txn_14124,krish kanal,4675,ghk,0
14124,txn_14125,lakshya kanjwani,2903,ghk,0
14125,txn_14126,gayatri ghuge,4998,chm,0
14126,txn_14127,neira,25,ghk,0
14127,txn_14128,tanay malvankar,2331,chm,0
14128,txn_14129,tanay malvankar,2649,ghk,0
14129,txn_14130,neira,1114,tn,0
14130,txn_14131,swapnil ambd,1211,tn,0
14131,txn_14132,irisha deshpande,2467,chm,0
14132,txn_14133,Anika agrawal,2486,chm,0
14133,txn_14134,lakshya kanjwani,599,chm,0
14134,txn_14135,neira,1296,ghk,0
14135,txn_14136,Arya Bailur,2335,chm,0
14136,txn_14137,suchit baravkar,1132,tn,0
14137,txn_14138,suchit baravkar,4183,ghk,0
14138,txn_14139,devv chand,2604,chm,0
14139,txn_14140,suchit baravkar,1815,chm,0
14140,txn_14141,neira,4087,ghk,0
14141,txn_14142,russell saho,4456,tn,0
14142,txn_14143,lakshya kanjwani,2515,tn,0
14143,txn_14144,devv chand,500,tn,0
14144,txn_14145,devv chand,3252,ghk,0
14145,txn_14146,tanay malvankar,2891,chm,0
14146,txn_14147,gayatri ghuge,3091,chm,0
14147,txn_14148,mihika,4912,ghk,0
14148,txn_14149,lakshya kanjwani,2165,ghk,0
14149,txn_14150,tanay malvankar,4616,tn,0
14150,txn_14151,Aarya makhija,3729,chm,0
14151,txn_14152,Aarya makhija,1542,chm,0
14152,txn_14153,suchit baravkar,3993,tn,0
14153,txn_14154,swapnil ambd,4989,ghk,0
14154,txn_14155,neira,3977,ghk,0
14155,txn_14156,Aarya makhija,1526,tn,0
14156,txn_14157,gayatri ghuge,2597,chm,0
14157,txn_14158,gayatri ghuge,3250,tn,0
14158,txn_14159,devv chand,1428,ghk,0
14159,txn_14160,gayatri ghuge,1319,tn,0
14160,txn_14161,suchit baravkar,3149,ghk,0
14161,txn_14162,Aarya palkar,173,chm,0
14162,txn_14163,lakshya kanjwani,4506,ghk,0
14163,txn_14164,russell saho,504,chm,0
14164,txn_14165,suchit baravkar,2960,tn,0
14165,txn_14166,russell saho,3274,ghk,0
14166,txn_14167,krish kanal,4375,ghk,0
14167,txn_14168,Anika agrawal,2071,ghk,0
14168,txn_14169,russell saho,116,tn,0
14169,txn_14170,shreyas mukadam,4860,tn,0
14170,txn_14171,neira,3282,ghk,0
14171,txn_14172,shreyas mukadam,4281,chm,0
14172,txn_14173,suchit baravkar,501,chm,0
14173,txn_14174,lakshya kanjwani,733,chm,0
14174,txn_14175,russell saho,930,tn,0
14175,txn_14176,russell saho,175,ghk,0
14176,txn_14177,Aarya palkar,3148,ghk,0
14177,txn_14178,neira,2023,tn,0
14178,txn_14179,lakshya kanjwani,959,tn,0
14179,txn_14180,lakshya kanjwani,1407,tn,0
14180,txn_14181,suchit baravkar,3416,ghk,0
14181,txn_14182,neira,4741,tn,0
14182,txn_14183,gayatri ghuge,2043,chm,0
14183,txn_14184,russell saho,3021,chm,0
14184,txn_14185,devv chand,1702,chm,0
14185,txn_14186,tanay malvankar,2291,tn,0
14186,txn_14187,devv chand,1530,tn,0
14187,txn_14188,swapnil ambd,420,tn,0
14188,txn_14189,Aarya palkar,2131,chm,0
14189,txn_14190,Arya Bailur,3333,tn,0
14190,txn_14191,irisha deshpande,47,chm,0
14191,txn_14192,tanay malvankar,463,tn,0
14192,txn_14193,devv chand,4886,tn,0
14193,txn_14194,Aarya palkar,655,ghk,0
14194,txn_14195,mihika,3360,chm,0
14195,txn_14196,neira,2632,ghk,0
14196,txn_14197,Aarya makhija,4169,ghk,0
14197,txn_14198,devv chand,4783,ghk,0
14198,txn_14199,Aarya makhija,37,ghk,0
14199,txn_14200,Anika agrawal,4477,tn,0
14200,txn_14201,suchit baravkar,1192,chm,0
14201,txn_14202,devv chand,596,chm,0
14202,txn_14203,Anika agrawal,18,chm,0
14203,txn_14204,gayatri ghuge,2366,tn,0
14204,txn_14205,Aarya makhija,1694,ghk,0
14205,txn_14206,tanay malvankar,2186,tn,0
14206,txn_14207,Arya Bailur,276,tn,0
14207,txn_14208,lakshya kanjwani,2020,chm,0
14208,txn_14209,neira,1809,tn,0
14209,txn_14210,Aarya palkar,1047,ghk,0
14210,txn_14211,krish kanal,2755,chm,0
14211,txn_14212,Anika agrawal,1359,chm,0
14212,txn_14213,tanay malvankar,922,tn,0
14213,txn_14214,irisha deshpande,1743,ghk,0
14214,txn_14215,lakshya kanjwani,1883,ghk,0
14215,txn_14216,krish kanal,1803,ghk,0
14216,txn_14217,tanay malvankar,947,tn,0
14217,txn_14218,irisha deshpande,810,ghk,0
14218,txn_14219,Anika agrawal,4082,ghk,0
14219,txn_14220,lakshya kanjwani,1534,tn,0
14220,txn_14221,neira,2414,ghk,0
14221,txn_14222,swapnil ambd,1867,ghk,0
14222,txn_14223,krish kanal,1601,chm,0
14223,txn_14224,Arya Bailur,4046,ghk,0
14224,txn_14225,gayatri ghuge,3102,tn,0
14225,txn_14226,Anika agrawal,1660,tn,0
14226,txn_14227,Aarya palkar,4713,chm,0
14227,txn_14228,swapnil ambd,3305,ghk,0
14228,txn_14229,mihika,1968,chm,0
14229,txn_14230,shreyas mukadam,744,chm,0
14230,txn_14231,swapnil ambd,2830,tn,0
14231,txn_14232,krish kanal,4537,chm,0
14232,txn_14233,Anika agrawal,779,chm,0
14233,txn_14234,suchit baravkar,3966,tn,0
14234,txn_14235,russell saho,4186,ghk,0
14235,txn_14236,Arya Bailur,4060,tn,0
14236,txn_14237,krish kanal,133,chm,0
14237,txn_14238,devv chand,3653,ghk,0
14238,txn_14239,suchit baravkar,3479,tn,0
14239,txn_14240,shreyas mukadam,3168,chm,0
14240,txn_14241,shreyas mukadam,4538,ghk,0
14241,txn_14242,Aarya makhija,679,tn,0
14242,txn_14243,krish kanal,1468,chm,0
14243,txn_14244,neira,993,tn,0
14244,txn_14245,krish kanal,1768,tn,0
14245,txn_14246,suchit baravkar,1820,tn,0
14246,txn_14247,neira,68,tn,0
14247,txn_14248,russell saho,449,chm,0
14248,txn_14249,tanay malvankar,4985,tn,0
14249,txn_14250,Arya Bailur,4476,ghk,0
14250,txn_14251,devv chand,279,ghk,0
14251,txn_14252,Aarya palkar,4062,tn,0
14252,txn_14253,Anika agrawal,3637,tn,0
14253,txn_14254,Aarya makhija,3540,chm,0
14254,txn_14255,russell saho,4583,tn,0
14255,txn_14256,suchit baravkar,1790,tn,0
14256,txn_14257,lakshya kanjwani,3569,tn,0
14257,txn_14258,mihika,4547,chm,0
14258,txn_14259,devv chand,2940,tn,0
14259,txn_14260,Arya Bailur,3107,ghk,0
14260,txn_14261,irisha deshpande,3044,ghk,0
14261,txn_14262,russell saho,806,chm,0
14262,txn_14263,tanay malvankar,1856,tn,0
14263,txn_14264,devv chand,40870,chm,1
14264,txn_14265,suchit baravkar,3807,chm,0
14265,txn_14266,swapnil ambd,2948,tn,0
14266,txn_14267,shreyas mukadam,1720,ghk,0
14267,txn_14268,suchit baravkar,2685,tn,0
14268,txn_14269,tanay malvankar,1635,tn,0
14269,txn_14270,Aarya makhija,2380,ghk,0
14270,txn_14271,irisha deshpande,2620,tn,0
14271,txn_14272,gayatri ghuge,4297,ghk,0
14272,txn_14273,Anika agrawal,1114,chm,0
14273,txn_14274,devv chand,2154,tn,0
14274,txn_14275,Aarya palkar,2323,ghk,0
14275,txn_14276,gayatri ghuge,2196,ghk,0
14276,txn_14277,suchit baravkar,3896,chm,0
14277,txn_14278,neira,4135,ghk,0
14278,txn_14279,neira,2195,tn,0
14279,txn_14280,mihika,365,chm,0
14280,txn_14281,mihika,3733,chm,0
14281,txn_14282,Aarya makhija,2275,chm,0
14282,txn_14283,mihika,3526,tn,0
14283,txn_14284,Arya Bailur,495,chm,0
14284,txn_14285,neira,3795,ghk,0
14285,txn_14286,Arya Bailur,4367,tn,0
14286,txn_14287,Anika agrawal,4832,tn,0
14287,txn_14288,Anika agrawal,126,ghk,0
14288,txn_14289,tanay malvankar,267,chm,0
14289,txn_14290,Arya Bailur,2017,chm,0
14290,txn_14291,russell saho,3537,chm,0
14291,txn_14292,gayatri ghuge,2727,tn,0
14292,txn_14293,russell saho,1996,tn,0
14293,txn_14294,russell saho,881,tn,0
14294,txn_14295,mihika,3739,ghk,0
14295,txn_14296,suchit baravkar,2567,tn,0
14296,txn_14297,russell saho,3215,chm,0
14297,txn_14298,suchit baravkar,2304,chm,0
14298,txn_14299,swapnil ambd,3615,tn,0
14299,txn_14300,Aarya palkar,4816,chm,0
14300,txn_14301,Arya Bailur,4151,chm,0
14301,txn_14302,russell saho,1878,chm,0
14302,txn_14303,mihika,1575,ghk,0
14303,txn_14304,gayatri ghuge,4959,ghk,0
14304,txn_14305,Arya Bailur,664,ghk,0
14305,txn_14306,Arya Bailur,2752,tn,0
14306,txn_14307,swapnil ambd,1217,ghk,0
14307,txn_14308,suchit baravkar,4477,chm,0
14308,txn_14309,swapnil ambd,3847,ghk,0
14309,txn_14310,neira,2999,ghk,0
14310,txn_14311,Aarya makhija,724,tn,0
14311,txn_14312,Aarya makhija,3800,tn,0
14312,txn_14313,krish kanal,3634,chm,0
14313,txn_14314,shreyas mukadam,2370,ghk,0
14314,txn_14315,Anika agrawal,1810,ghk,0
14315,txn_14316,Arya Bailur,2089,ghk,0
14316,txn_14317,shreyas mukadam,2639,ghk,0
14317,txn_14318,suchit baravkar,4883,chm,0
14318,txn_14319,Aarya palkar,2516,ghk,0
14319,txn_14320,Arya Bailur,4533,chm,0
14320,txn_14321,suchit baravkar,2525,ghk,0
14321,txn_14322,Anika agrawal,3267,tn,0
14322,txn_14323,Aarya makhija,3894,tn,0
14323,txn_14324,suchit baravkar,630,chm,0
14324,txn_14325,tanay malvankar,857,ghk,0
14325,txn_14326,Aarya palkar,4309,chm,0
14326,txn_14327,Aarya makhija,1545,chm,0
14327,txn_14328,Anika agrawal,3279,tn,0
14328,txn_14329,Aarya makhija,3803,ghk,0
14329,txn_14330,shreyas mukadam,3286,ghk,0
14330,txn_14331,neira,1740,chm,0
14331,txn_14332,Arya Bailur,28360,chm,1
14332,txn_14333,Anika agrawal,3180,tn,0
14333,txn_14334,swapnil ambd,2791,ghk,0
14334,txn_14335,russell saho,3573,chm,0
14335,txn_14336,krish kanal,4118,ghk,0
14336,txn_14337,neira,2852,ghk,0
14337,txn_14338,russell saho,1376,tn,0
14338,txn_14339,irisha deshpande,2389,chm,0
14339,txn_14340,suchit baravkar,3625,tn,0
14340,txn_14341,shreyas mukadam,1504,chm,0
14341,txn_14342,Aarya makhija,1700,tn,0
14342,txn_14343,Aarya palkar,1504,ghk,0
14343,txn_14344,lakshya kanjwani,50,tn,0
14344,txn_14345,irisha deshpande,3875,chm,0
14345,txn_14346,gayatri ghuge,3473,tn,0
14346,txn_14347,mihika,354,tn,0
14347,txn_14348,mihika,3353,chm,0
14348,txn_14349,devv chand,1790,ghk,0
14349,txn_14350,gayatri ghuge,2158,tn,0
14350,txn_14351,russell saho,4180,tn,0
14351,txn_14352,Aarya makhija,1046,chm,0
14352,txn_14353,lakshya kanjwani,1510,chm,0
14353,txn_14354,shreyas mukadam,2858,ghk,0
14354,txn_14355,gayatri ghuge,2898,tn,0
14355,txn_14356,russell saho,495,tn,0
14356,txn_14357,irisha deshpande,2051,chm,0
14357,txn_14358,devv chand,1131,ghk,0
14358,txn_14359,mihika,2968,ghk,0
14359,txn_14360,Anika agrawal,4084,tn,0
14360,txn_14361,irisha deshpande,4752,tn,0
14361,txn_14362,Aarya makhija,2308,chm,0
14362,txn_14363,swapnil ambd,633,ghk,0
14363,txn_14364,Aarya makhija,1149,chm,0
14364,txn_14365,irisha deshpande,53,chm,0
14365,txn_14366,Arya Bailur,972,ghk,0
14366,txn_14367,lakshya kanjwani,105,ghk,0
14367,txn_14368,lakshya kanjwani,3040,tn,0
14368,txn_14369,suchit baravkar,3459,ghk,0
14369,txn_14370,suchit baravkar,3314,chm,0
14370,txn_14371,lakshya kanjwani,2919,ghk,0
14371,txn_14372,Anika agrawal,415,tn,0
14372,txn_14373,neira,3827,tn,0
14373,txn_14374,Aarya makhija,3797,chm,0
14374,txn_14375,russell saho,3788,tn,0
14375,txn_14376,suchit baravkar,4829,tn,0
14376,txn_14377,Arya Bailur,1518,chm,0
14377,txn_14378,Aarya palkar,4033,chm,0
14378,txn_14379,Anika agrawal,1929,tn,0
14379,txn_14380,devv chand,2691,tn,0
14380,txn_14381,krish kanal,2096,chm,0
14381,txn_14382,mihika,2281,ghk,0
14382,txn_14383,russell saho,45,chm,0
14383,txn_14384,Aarya makhija,3631,chm,0
14384,txn_14385,tanay malvankar,2620,ghk,0
14385,txn_14386,neira,2366,tn,0
14386,txn_14387,Aarya makhija,1550,tn,0
14387,txn_14388,suchit baravkar,743,tn,0
14388,txn_14389,Aarya palkar,672,tn,0
14389,txn_14390,shreyas mukadam,4779,tn,0
14390,txn_14391,mihika,693,chm,0
14391,txn_14392,shreyas mukadam,253,chm,0
14392,txn_14393,Aarya palkar,2889,chm,0
14393,txn_14394,shreyas mukadam,3227,ghk,0
14394,txn_14395,Aarya palkar,4094,ghk,0
14395,txn_14396,Aarya makhija,4803,chm,0
14396,txn_14397,krish kanal,584,chm,0
14397,txn_14398,swapnil ambd,1718,ghk,0
14398,txn_14399,Aarya makhija,3428,ghk,0
14399,txn_14400,Aarya makhija,2546,tn,0
14400,txn_14401,Aarya makhija,1685,tn,0
14401,txn_14402,shreyas mukadam,895,chm,0
14402,txn_14403,gayatri ghuge,2983,ghk,0
14403,txn_14404,mihika,419,ghk,0
14404,txn_14405,mihika,2652,ghk,0
14405,txn_14406,swapnil ambd,186,tn,0
14406,txn_14407,lakshya kanjwani,2856,chm,0
14407,txn_14408,swapnil ambd,2049,chm,0
14408,txn_14409,suchit baravkar,4614,chm,0
14409,txn_14410,tanay malvankar,3417,ghk,0
14410,txn_14411,irisha deshpande,300,tn,0
14411,txn_14412,gayatri ghuge,1807,tn,0
14412,txn_14413,lakshya kanjwani,2058,chm,0
14413,txn_14414,Aarya palkar,300,chm,0
14414,txn_14415,Anika agrawal,3079,chm,0
14415,txn_14416,russell saho,1703,ghk,0
14416,txn_14417,tanay malvankar,3889,chm,0
14417,txn_14418,tanay malvankar,912,chm,0
14418,txn_14419,neira,421,tn,0
14419,txn_14420,russell saho,2046,ghk,0
14420,txn_14421,shreyas mukadam,1020,ghk,0
14421,txn_14422,irisha deshpande,430,tn,0
14422,txn_14423,Arya Bailur,4501,ghk,0
14423,txn_14424,russell saho,2891,ghk,0
14424,txn_14425,Arya Bailur,4137,chm,0
14425,txn_14426,lakshya kanjwani,2274,tn,0
14426,txn_14427,lakshya kanjwani,4911,tn,0
14427,txn_14428,irisha deshpande,4383,chm,0
14428,txn_14429,Arya Bailur,869,chm,0
14429,txn_14430,Arya Bailur,3930,tn,0
14430,txn_14431,shreyas mukadam,3192,chm,0
14431,txn_14432,neira,1133,tn,0
14432,txn_14433,Arya Bailur,3688,chm,0
14433,txn_14434,Arya Bailur,4237,chm,0
14434,txn_14435,Aarya palkar,569,chm,0
14435,txn_14436,lakshya kanjwani,3600,ghk,0
14436,txn_14437,swapnil ambd,1246,tn,0
14437,txn_14438,suchit baravkar,2470,ghk,0
14438,txn_14439,gayatri ghuge,4108,tn,0
14439,txn_14440,krish kanal,3856,tn,0
14440,txn_14441,shreyas mukadam,4478,chm,0
14441,txn_14442,neira,2302,tn,0
14442,txn_14443,shreyas mukadam,3628,chm,0
14443,txn_14444,Aarya makhija,972,tn,0
14444,txn_14445,shreyas mukadam,320,tn,0
14445,txn_14446,irisha deshpande,2507,ghk,0
14446,txn_14447,suchit baravkar,75,chm,0
14447,txn_14448,shreyas mukadam,4601,tn,0
14448,txn_14449,Aarya palkar,4283,chm,0
14449,txn_14450,suchit baravkar,112,ghk,0
14450,txn_14451,gayatri ghuge,3109,chm,0
14451,txn_14452,irisha deshpande,1604,chm,0
14452,txn_14453,Arya Bailur,1500,chm,0
14453,txn_14454,Arya Bailur,2770,ghk,0
14454,txn_14455,lakshya kanjwani,95,chm,0
14455,txn_14456,Arya Bailur,2734,chm,0
14456,txn_14457,mihika,2181,ghk,0
14457,txn_14458,russell saho,1270,tn,0
14458,txn_14459,krish kanal,1429,tn,0
14459,txn_14460,suchit baravkar,2909,chm,0
14460,txn_14461,gayatri ghuge,3599,tn,0
14461,txn_14462,gayatri ghuge,847,ghk,0
14462,txn_14463,Aarya makhija,3557,chm,0
14463,txn_14464,Aarya palkar,1929,tn,0
14464,txn_14465,Arya Bailur,755,chm,0
14465,txn_14466,Anika agrawal,4440,ghk,0
14466,txn_14467,lakshya kanjwani,4244,ghk,0
14467,txn_14468,shreyas mukadam,1435,chm,0
14468,txn_14469,swapnil ambd,2502,chm,0
14469,txn_14470,russell saho,397,chm,0
14470,txn_14471,lakshya kanjwani,4176,chm,0
14471,txn_14472,lakshya kanjwani,3196,chm,0
14472,txn_14473,swapnil ambd,3969,chm,0
14473,txn_14474,neira,2436,chm,0
14474,txn_14475,Aarya makhija,3874,tn,0
14475,txn_14476,irisha deshpande,457,chm,0
14476,txn_14477,tanay malvankar,1944,tn,0
14477,txn_14478,Aarya makhija,3266,tn,0
14478,txn_14479,shreyas mukadam,1159,chm,0
14479,txn_14480,russell saho,941,tn,0
14480,txn_14481,mihika,3090,chm,0
14481,txn_14482,shreyas mukadam,4331,ghk,0
14482,txn_14483,Aarya makhija,2286,ghk,0
14483,txn_14484,Arya Bailur,2664,chm,0
14484,txn_14485,Aarya makhija,4523,chm,0
14485,txn_14486,Aarya palkar,3037,tn,0
14486,txn_14487,Aarya palkar,2010,ghk,0
14487,txn_14488,lakshya kanjwani,3885,tn,0
14488,txn_14489,irisha deshpande,1653,ghk,0
14489,txn_14490,shreyas mukadam,810,tn,0
14490,txn_14491,Anika agrawal,2670,ghk,0
14491,txn_14492,krish kanal,2568,chm,0
14492,txn_14493,lakshya kanjwani,2058,ghk,0
14493,txn_14494,tanay malvankar,4335,chm,0
14494,txn_14495,irisha deshpande,4842,chm,0
14495,txn_14496,devv chand,49,tn,0
14496,txn_14497,krish kanal,1751,ghk,0
14497,txn_14498,Anika agrawal,1429,ghk,0
14498,txn_14499,russell saho,2160,ghk,0
14499,txn_14500,tanay malvankar,3779,ghk,0
14500,txn_14501,neira,2851,ghk,0
14501,txn_14502,gayatri ghuge,4509,ghk,0
14502,txn_14503,suchit baravkar,4729,chm,0
14503,txn_14504,lakshya kanjwani,3125,tn,0
14504,txn_14505,Anika agrawal,242,ghk,0
14505,txn_14506,lakshya kanjwani,1132,chm,0
14506,txn_14507,Arya Bailur,391,ghk,0
14507,txn_14508,Aarya palkar,2933,chm,0
14508,txn_14509,krish kanal,1543,tn,0
14509,txn_14510,neira,3167,tn,0
14510,txn_14511,Anika agrawal,829,ghk,0
14511,txn_14512,russell saho,3898,ghk,0
14512,txn_14513,russell saho,1397,tn,0
14513,txn_14514,Aarya makhija,1326,chm,0
14514,txn_14515,Anika agrawal,684,tn,0
14515,txn_14516,gayatri ghuge,2789,ghk,0
14516,txn_14517,mihika,1569,ghk,0
14517,txn_14518,Aarya makhija,393,chm,0
14518,txn_14519,russell saho,859,chm,0
14519,txn_14520,gayatri ghuge,1238,ghk,0
14520,txn_14521,irisha deshpande,2254,ghk,0
14521,txn_14522,mihika,1237,tn,0
14522,txn_14523,neira,3779,tn,0
14523,txn_14524,Aarya makhija,217,chm,0
14524,txn_14525,irisha deshpande,2409,ghk,0
14525,txn_14526,irisha deshpande,4733,tn,0
14526,txn_14527,suchit baravkar,3562,chm,0
14527,txn_14528,russell saho,4417,tn,0
14528,txn_14529,devv chand,821,chm,0
14529,txn_14530,devv chand,2383,tn,0
14530,txn_14531,suchit baravkar,4325,ghk,0
14531,txn_14532,tanay malvankar,1859,chm,0
14532,txn_14533,irisha deshpande,4166,ghk,0
14533,txn_14534,mihika,3765,chm,0
14534,txn_14535,shreyas mukadam,2624,tn,0
14535,txn_14536,gayatri ghuge,3181,tn,0
14536,txn_14537,suchit baravkar,293,chm,0
14537,txn_14538,irisha deshpande,4702,chm,0
14538,txn_14539,Aarya palkar,1831,chm,0
14539,txn_14540,Aarya makhija,1786,tn,0
14540,txn_14541,irisha deshpande,2359,ghk,0
14541,txn_14542,tanay malvankar,3936,tn,0
14542,txn_14543,Aarya makhija,2705,tn,0
14543,txn_14544,devv chand,16,tn,0
14544,txn_14545,swapnil ambd,978,ghk,0
14545,txn_14546,suchit baravkar,2984,tn,0
14546,txn_14547,mihika,2443,chm,0
14547,txn_14548,Anika agrawal,4521,ghk,0
14548,txn_14549,devv chand,3310,ghk,0
14549,txn_14550,krish kanal,3371,chm,0
14550,txn_14551,tanay malvankar,4793,ghk,0
14551,txn_14552,krish kanal,1735,ghk,0
14552,txn_14553,suchit baravkar,1036,chm,0
14553,txn_14554,shreyas mukadam,4236,tn,0
14554,txn_14555,mihika,4382,ghk,0
14555,txn_14556,Anika agrawal,849,chm,0
14556,txn_14557,gayatri ghuge,4127,ghk,0
14557,txn_14558,swapnil ambd,3801,chm,0
14558,txn_14559,lakshya kanjwani,4800,ghk,0
14559,txn_14560,Anika agrawal,1360,tn,0
14560,txn_14561,lakshya kanjwani,3550,chm,0
14561,txn_14562,Aarya palkar,1353,chm,0
14562,txn_14563,Anika agrawal,2288,ghk,0
14563,txn_14564,shreyas mukadam,2568,chm,0
14564,txn_14565,mihika,3329,tn,0
14565,txn_14566,Aarya makhija,1173,ghk,0
14566,txn_14567,lakshya kanjwani,140,tn,1
14567,txn_14568,tanay malvankar,2286,tn,0
14568,txn_14569,Aarya palkar,4501,chm,0
14569,txn_14570,Arya Bailur,4894,ghk,0
14570,txn_14571,tanay malvankar,2834,tn,0
14571,txn_14572,irisha deshpande,760,ghk,0
14572,txn_14573,Aarya palkar,1001,tn,0
14573,txn_14574,Aarya makhija,1052,tn,0
14574,txn_14575,krish kanal,4717,tn,0
14575,txn_14576,shreyas mukadam,993,tn,0
14576,txn_14577,irisha deshpande,4340,ghk,0
14577,txn_14578,Anika agrawal,2613,chm,0
14578,txn_14579,Anika agrawal,2316,chm,0
14579,txn_14580,Aarya makhija,4471,tn,0
14580,txn_14581,swapnil ambd,3670,ghk,0
14581,txn_14582,Anika agrawal,839,tn,0
14582,txn_14583,russell saho,106,ghk,0
14583,txn_14584,swapnil ambd,1374,chm,0
14584,txn_14585,swapnil ambd,2811,chm,0
14585,txn_14586,irisha deshpande,3626,ghk,0
14586,txn_14587,shreyas mukadam,80,tn,0
14587,txn_14588,Aarya makhija,1171,chm,0
14588,txn_14589,mihika,2522,ghk,0
14589,txn_14590,krish kanal,1159,chm,0
14590,txn_14591,gayatri ghuge,904,ghk,0
14591,txn_14592,suchit baravkar,4359,ghk,0
14592,txn_14593,lakshya kanjwani,4102,chm,0
14593,txn_14594,irisha deshpande,1207,chm,0
14594,txn_14595,shreyas mukadam,998,chm,0
14595,txn_14596,gayatri ghuge,4710,chm,0
14596,txn_14597,irisha deshpande,1609,chm,0
14597,txn_14598,devv chand,620,chm,0
14598,txn_14599,lakshya kanjwani,477,ghk,0
14599,txn_14600,tanay malvankar,371,chm,0
14600,txn_14601,gayatri ghuge,3926,tn,0
14601,txn_14602,Arya Bailur,4101,ghk,0
14602,txn_14603,swapnil ambd,85,tn,0
14603,txn_14604,Anika agrawal,27,tn,0
14604,txn_14605,tanay malvankar,3268,chm,0
14605,txn_14606,Aarya palkar,3970,ghk,0
14606,txn_14607,krish kanal,3834,tn,0
14607,txn_14608,suchit baravkar,4967,tn,0
14608,txn_14609,Aarya makhija,2025,tn,0
14609,txn_14610,mihika,2898,tn,0
14610,txn_14611,devv chand,27,chm,0
14611,txn_14612,mihika,351,tn,0
14612,txn_14613,krish kanal,966,chm,0
14613,txn_14614,Arya Bailur,3158,chm,0
14614,txn_14615,gayatri ghuge,1509,tn,0
14615,txn_14616,shreyas mukadam,322,tn,0
14616,txn_14617,devv chand,2892,chm,0
14617,txn_14618,irisha deshpande,3628,chm,0
14618,txn_14619,neira,1374,ghk,0
14619,txn_14620,Aarya makhija,1481,ghk,0
14620,txn_14621,Aarya palkar,4525,ghk,0
14621,txn_14622,swapnil ambd,3198,tn,0
14622,txn_14623,irisha deshpande,3908,chm,0
14623,txn_14624,Arya Bailur,2020,chm,0
14624,txn_14625,suchit baravkar,4954,chm,0
14625,txn_14626,Anika agrawal,131,tn,0
14626,txn_14627,krish kanal,2044,ghk,0
14627,txn_14628,swapnil ambd,4300,ghk,0
14628,txn_14629,irisha deshpande,1270,tn,0
14629,txn_14630,Anika agrawal,588,tn,0
14630,txn_14631,krish kanal,248,tn,0
14631,txn_14632,neira,135,chm,0
14632,txn_14633,russell saho,16,tn,0
14633,txn_14634,tanay malvankar,1275,tn,0
14634,txn_14635,suchit baravkar,4855,tn,0
14635,txn_14636,Arya Bailur,3512,tn,0
14636,txn_14637,Aarya palkar,4603,chm,0
14637,txn_14638,russell saho,708,ghk,0
14638,txn_14639,shreyas mukadam,4919,tn,0
14639,txn_14640,swapnil ambd,2119,ghk,0
14640,txn_14641,Anika agrawal,4345,ghk,0
14641,txn_14642,devv chand,4893,tn,0
14642,txn_14643,swapnil ambd,334,tn,0
14643,txn_14644,gayatri ghuge,2728,tn,0
14644,txn_14645,devv chand,753,chm,0
14645,txn_14646,Anika agrawal,3692,tn,0
14646,txn_14647,Arya Bailur,4931,chm,0
14647,txn_14648,gayatri ghuge,342,tn,0
14648,txn_14649,Arya Bailur,618,ghk,0
14649,txn_14650,devv chand,920,tn,0
14650,txn_14651,irisha deshpande,453,tn,0
14651,txn_14652,lakshya kanjwani,4487,tn,0
14652,txn_14653,devv chand,1409,tn,0
14653,txn_14654,irisha deshpande,1622,tn,0
14654,txn_14655,russell saho,1700,chm,0
14655,txn_14656,Anika agrawal,1132,chm,0
14656,txn_14657,russell saho,2434,chm,0
14657,txn_14658,russell saho,3906,ghk,0
14658,txn_14659,gayatri ghuge,164,tn,0
14659,txn_14660,Anika agrawal,4886,tn,0
14660,txn_14661,Arya Bailur,1623,ghk,0
14661,txn_14662,neira,4248,ghk,0
14662,txn_14663,Anika agrawal,3970,tn,0
14663,txn_14664,mihika,832,ghk,0
14664,txn_14665,lakshya kanjwani,24,chm,0
14665,txn_14666,Arya Bailur,2554,ghk,0
14666,txn_14667,krish kanal,42760,chm,1
14667,txn_14668,Aarya makhija,4932,ghk,0
14668,txn_14669,neira,1552,ghk,0
14669,txn_14670,Aarya makhija,1511,tn,0
14670,txn_14671,Aarya makhija,2061,ghk,0
14671,txn_14672,lakshya kanjwani,1749,ghk,0
14672,txn_14673,tanay malvankar,2490,ghk,0
14673,txn_14674,Aarya palkar,3768,ghk,0
14674,txn_14675,Aarya makhija,801,chm,0
14675,txn_14676,gayatri ghuge,2679,chm,0
14676,txn_14677,Aarya palkar,470,tn,0
14677,txn_14678,shreyas mukadam,1557,chm,0
14678,txn_14679,neira,3284,ghk,0
14679,txn_14680,Aarya makhija,331,ghk,0
14680,txn_14681,shreyas mukadam,1294,chm,0
14681,txn_14682,Arya Bailur,1828,tn,0
14682,txn_14683,Arya Bailur,693,chm,0
14683,txn_14684,shreyas mukadam,1805,ghk,0
14684,txn_14685,russell saho,8010,chm,1
14685,txn_14686,Aarya makhija,3668,ghk,0
14686,txn_14687,Arya Bailur,3543,ghk,0
14687,txn_14688,swapnil ambd,1426,chm,0
14688,txn_14689,swapnil ambd,1705,ghk,0
14689,txn_14690,devv chand,4808,tn,0
14690,txn_14691,tanay malvankar,3504,tn,0
14691,txn_14692,krish kanal,3401,ghk,0
14692,txn_14693,shreyas mukadam,1098,tn,0
